ACSSF,2019e1,nc,000,0027,0000076,82401,17016,6933,58452,63097,12580,5632,44885,10314,2172,0,8142,5393,1331,873,3189,3597,933,428,2236,,,,,,,,,,,,,,,,,,,,,81873,33278,48595,63085,28091,34994,10239,2238,8001,5085,1633,3452,3464,1316,2148,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000077,54838,6412,5241,43185,33620,3282,2894,27444,8603,1300,1284,6019,3765,775,570,2420,8850,1055,493,7302,,,,,,,,,,,,,,,,,,,,,54832,19452,35380,33575,14123,19452,8642,1658,6984,3765,1027,2738,8850,2644,6206,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000078,157439,6522,5112,145805,135452,4250,3841,127361,15520,892,212,14416,3998,937,1001,2060,2469,443,58,1968,,,,,,,,,,,,,,,,,,,,,157797,119776,38021,135531,109301,26230,15770,7518,8252,3998,1440,2558,2498,1517,981,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000079,437853,42324,36088,359441,360256,30970,29801,299485,59266,9936,5289,44041,9686,480,736,8470,8645,938,262,7445,,,,,,,,,,,,,,,,,,,,,438179,248580,189599,360818,220731,140087,59164,20842,38322,9686,5221,4465,8511,1786,6725,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000080,119357,21762,13405,84190,96095,17550,11186,67359,11334,1832,1574,7928,8820,1727,449,6644,3108,653,196,2259,,,,,,,,,,,,,,,,,,,,,118368,55961,62407,95446,49470,45976,11141,2784,8357,8820,2603,6217,2961,1104,1857,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000081,233540,45782,25410,162348,202962,39713,20296,142953,21557,4554,4088,12915,5571,1044,934,3593,3450,471,92,2887,,,,,,,,,,,,,,,,,,,,,232819,127820,104999,203150,119475,83675,21184,4728,16456,5035,2712,2323,3450,905,2545,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
