ACSSF,2019e1,nc,000,0108,0000049,42163,51970,100427,102216,100960,117746,117480,131619,75497,.,47030,45423,188852,43438,77601,82248,226920,.,30305,50879,48412,35386,51730,4927,31163,11267,42309,52130,40030,41305,47309,35705,51068,35060,35733,41057,31514,34496,47221,55580,56816,55343,63750,70861,91122,46556,36235,30494,85042,36924,23023,45634,52307,31850,11945,23181,24087,22669,57417,10284,12315,14020,29623,25383,31357,11353,.,.,.,24932,31662,50574,17643
ACSSF,2019e1,nc,000,0108,0000050,46871,54064,90475,92212,102028,76354,97899,100240,97654,85795,52371,50440,82954,53573,50353,87342,101880,31723,24701,27393,50962,43665,51974,16649,29037,16479,42166,46852,39717,35875,14783,32469,39517,30868,37406,30151,22329,40477,56121,67741,69064,67470,73078,79536,87662,57543,40658,46568,71919,34741,41883,54504,64804,33215,20524,26996,51386,41641,66432,16550,19280,20557,31857,21386,34742,16663,15672,16560,25545,22336,27983,17493,21183
ACSSF,2019e1,nc,000,0108,0000051,30305,33224,42627,54361,52595,68423,42109,.,40625,52240,32817,17396,.,38516,.,27656,153927,21664,21410,.,53369,31375,61705,16649,31014,.,40838,41980,30679,32281,9436,32345,40733,28291,37437,29097,13773,25907,45114,47054,47071,47047,35962,.,.,.,38903,41420,.,26208,40677,51369,62004,40571,15911,17496,36626,.,36626,8365,14983,6880,20420,11816,28380,4714,.,.,.,22831,21833,25847,16004
ACSSF,2019e1,nc,000,0108,0000052,31890,35778,57288,54107,72795,41228,56491,70739,.,.,55793,76035,.,73454,51133,68777,.,.,27513,26786,34401,34401,.,5066,36476,.,35431,37446,33429,26538,.,23975,32371,35087,40413,41729,21139,30295,45814,51019,50216,55425,.,.,.,.,24009,56425,.,24483,.,61823,76378,34605,19832,24663,.,.,.,10944,25397,.,18574,12889,21224,.,.,.,.,28071,35698,2499,27358
ACSSF,2019e1,nc,000,0108,0000053,32118,37121,51353,46742,71098,31926,51250,36974,57283,75822,49534,48233,.,61969,.,250001,.,.,17143,.,57995,59217,21610,10164,22848,.,27159,26533,45312,45390,5994,45056,45825,35781,37101,57519,19567,30014,43434,60057,70882,53320,39764,.,.,.,17461,.,.,40131,12911,47281,70897,43998,21319,31181,.,.,.,21125,13166,10877,22754,12381,23737,.,.,.,.,30141,30974,.,27835
ACSSF,2019e1,nc,000,0108,0000054,30976,32263,64741,82261,87295,55787,72836,64583,74444,.,36957,48821,.,56000,22544,120783,121567,39668,29201,.,.,.,.,30249,28925,30756,29025,36438,19912,19668,.,19456,24058,21618,31318,35350,15308,28629,40258,34820,36422,15568,49776,32662,121509,61277,39041,42692,176440,36529,40329,49236,70878,32440,20779,27691,.,.,.,16229,2499,7481,25393,23584,30668,42131,.,40774,50045,21508,9748,24777,.
ACSSF,2019e1,nc,000,0108,0000055,60506,81664,101012,119419,127312,91261,100783,100778,116096,62039,58296,61400,83885,68726,50496,150399,200483,50843,19563,32125,44829,31655,47324,12644,28024,35612,43486,50604,40538,26921,.,24641,35838,34713,35071,50096,20761,46106,61227,71388,80938,62464,82231,90981,82099,66022,37265,34229,155040,35570,36258,59172,77769,32820,20140,11972,50750,.,.,10361,22150,21134,36290,35821,37221,.,.,.,.,27240,37479,29715,4886
ACSSF,2019e1,nc,000,0108,0000056,40657,45224,75575,82151,87667,80537,79210,82020,68729,69926,46511,49905,102855,37481,41383,75733,108555,60442,26224,27015,43185,35651,56981,20844,26475,36358,42797,45351,41018,35487,17197,31888,42906,31519,32020,36543,26879,35971,53150,59972,60249,59466,70565,71451,46859,46481,41297,41014,80318,37820,42856,58112,65029,40383,21079,27654,29795,28912,55646,15103,18105,21607,30304,24299,32436,29979,.,26842,52070,21223,23257,26516,17404
ACSSF,2019e1,nc,000,0108,0000057,40181,42183,91729,90079,90858,82165,102080,110042,101267,.,60209,71250,152016,60953,36543,179272,178585,.,20318,.,70210,44035,71931,11487,40017,.,45839,45822,50050,40859,.,24466,44500,21734,31538,17495,15373,36007,51170,51566,51139,55934,62254,110675,.,31213,43406,75048,44299,41353,7180,68548,74507,34188,21277,27246,.,.,.,16921,27467,15220,35346,14777,36214,.,.,.,.,30446,30921,18877,10205
ACSSF,2019e1,nc,000,0108,0000058,40821,42222,67841,68759,77040,68099,78409,81989,75779,62340,47820,53406,70516,24538,57205,62089,68497,56346,25189,50139,51912,31071,.,20000,22448,34468,38473,37158,38709,35179,.,34693,40265,25917,27413,25875,11902,37916,53935,61660,74053,51127,66369,69357,77924,52727,39543,49951,125743,32106,35183,65683,72208,37685,20200,26591,35030,20078,.,11488,30365,16267,22848,15352,31363,45781,.,40469,75540,25231,23404,39807,25402
