ACSSF,2019m1,nc,000,0053,0000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,1276,796,772,302,1105,1725,469,1004,524,589,803,215,873
ACSSF,2019m1,nc,000,0053,0000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,744,39,554,337,162,989,429,1389,796,1049,1138,1144,1366,106,589,150,514,569,162,582
ACSSF,2019m1,nc,000,0053,0000098,,,,,,,,,,,,,,,,,,,,,,2020,1236,216,354,748,349,1136,,,,,,,,1446,1377,541,845,1257,1040,1611,441,653,304,764,754,420,515
ACSSF,2019m1,nc,000,0053,0000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616,1088,204,975,291,81,1136,1255,1428,780,951,782,1012,1504,773,668,386,792,322,505,660
ACSSF,2019m1,nc,000,0053,0000100,330,171,32,90,110,79,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,841,525,678,610,609,1447,691,391,216,289,41,251,535
ACSSF,2019m1,nc,000,0053,0000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,982,343,631,373,216,817,2091,1283,762,800,573,812,2047,827,494,298,318,237,209,682
ACSSF,2019m1,nc,000,0053,0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,1192,605,831,567,804,2377,,,,,,,
ACSSF,2019m1,nc,000,0053,0000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708,1099,210,378,657,567,878,299,1060,541,622,681,966,1053,490,775,118,898,621,133,632
ACSSF,2019m1,nc,000,0053,0000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582,1066,558,523,602,1021,1748,850,1084,173,897,452,239,1340
ACSSF,2019m1,nc,000,0053,0000105,,,,,,,,,,,,,,,,,,,,,,3445,1353,476,899,289,254,2614,1244,946,544,453,398,196,777,754,1636,740,974,916,1614,1703,515,1164,496,574,744,734,1276
ACSSF,2019m1,nc,000,0053,0000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,787,164,478,339,310,517,5330,3398,602,777,778,3043,3565,3559,1696,413,848,918,470,2314
ACSSF,2019m1,nc,000,0053,0000107,,,,,,,,1849,921,198,674,256,211,1062,,,,,,,,4993,2287,612,1568,749,219,3057,1305,849,175,488,297,210,798,6715,2698,805,1635,1222,958,5122,4834,2258,737,1577,722,288,3063
ACSSF,2019m1,nc,000,0053,0000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7095,3801,1510,2007,1488,991,4974,5148,2336,331,1873,582,1206,3416
ACSSF,2019m1,nc,000,0053,0000109,,,,,,,,,,,,,,,,,,,,,,4251,1761,202,694,989,452,3552,,,,,,,,5693,2369,629,1428,962,818,4507,5672,2404,476,1576,1155,631,4180
ACSSF,2019m1,nc,000,0053,0000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,438,59,293,55,280,660,6669,2958,899,1571,1275,1874,5495,4056,2080,814,1022,406,793,2862
ACSSF,2019m1,nc,000,0053,0000111,,,,,,,,3692,1372,458,954,490,630,2780,,,,,,,,,,,,,,,2125,1482,739,472,173,437,776,6313,3461,1750,1557,1302,1058,4126,2256,1192,772,651,424,109,1301
ACSSF,2019m1,nc,000,0053,0000112,,,,,,,,2831,1270,208,590,499,748,2210,,,,,,,,2619,1100,53,615,331,578,1989,,,,,,,,4739,2477,573,1656,1137,1242,3910,3100,1095,179,640,470,632,2425
ACSSF,2019m1,nc,000,0053,0000113,,,,,,,,2961,1341,343,688,719,520,2174,,,,,,,,,,,,,,,1017,888,300,565,337,414,618,5637,2910,973,1965,1193,957,3847,4056,2623,827,1185,758,510,1955
ACSSF,2019m1,nc,000,0053,0000114,,,,,,,,1751,828,300,140,317,713,1561,,,,,,,,,,,,,,,1714,979,363,540,388,405,1632,3698,2078,795,988,511,1558,3305,4210,2168,567,1431,614,703,2553
ACSSF,2019m1,nc,000,0053,0000115,,,,,,,,,,,,,,,,,,,,,,2512,1345,339,885,338,233,1459,,,,,,,,3713,1598,315,1070,534,1013,3027,4240,2082,606,1321,928,606,2852
ACSSF,2019m1,nc,000,0053,0000116,,,,,,,,637,1139,330,393,423,689,881,,,,,,,,,,,,,,,1161,968,387,815,247,609,408,483,1768,626,652,716,1600,1678,237,588,686,546,846,599,574
ACSSF,2019m1,nc,000,0053,0000117,,,,,,,,,,,,,,,,,,,,,,2944,1301,328,771,432,429,1893,1426,652,191,486,163,82,1073,1896,1313,681,855,962,1186,1862,502,956,416,851,764,668,950
ACSSF,2019m1,nc,000,0053,0000118,,,,,,,,400,246,123,112,216,185,380,,,,,,,,2922,1350,102,867,611,240,1787,1986,1395,497,1157,326,216,923,538,1196,784,654,682,1183,1281,295,602,358,523,689,584,599
ACSSF,2019m1,nc,000,0053,0000119,,,,,,,,1903,750,127,332,257,454,1391,,,,,,,,,,,,,,,2766,1572,389,1205,170,286,1511,4956,2042,592,1320,911,1265,3921,2749,1642,202,1372,369,606,1606
ACSSF,2019m1,nc,000,0053,0000120,,,,,,,,2129,962,321,314,623,416,1776,,,,,,,,2037,995,315,418,264,274,1417,2138,1254,93,954,216,555,1217,3615,1503,360,590,564,1222,2916,3530,1960,756,1326,845,441,2144
ACSSF,2019m1,nc,000,0053,0000121,,,,,,,,1916,979,325,486,270,481,1099,,,,,,,,,,,,,,,,,,,,,,5202,2321,678,1485,1126,1082,4605,,,,,,,
ACSSF,2019m1,nc,000,0053,0000122,,,,,,,,2086,984,201,656,430,278,1289,,,,,,,,,,,,,,,1851,1522,148,550,934,497,771,5215,2334,766,1033,998,1138,3929,3777,2228,754,1184,1190,520,2486
ACSSF,2019m1,nc,000,0053,0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,2463,519,1335,612,1330,2821,3156,1548,401,1186,424,219,1888
