ACSSF,2019e1,nc,000,0157,0000041,55259,34770,2679,1707,578,340,54,0,0,20986,4479,1229,4219,6567,3614,878,11105,662,650,838,3146,2351,3458,20489,9748,8693,592,324,139,0,0,7895,3783,1823,1355,788,146,0,2846,1327,20,551,640,88,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000042,70926,35660,3584,1724,627,795,353,85,0,20119,1654,3204,3198,7082,2865,2116,11957,1017,281,641,3254,2037,4727,35266,15334,10768,3407,872,172,115,0,15771,7348,3096,2583,2397,187,160,4161,1164,518,1442,608,183,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000043,56117,40169,4756,2034,1041,1210,176,295,0,21186,1378,1915,3263,7824,4841,1965,14227,632,732,818,2351,2494,7200,15948,5226,3189,769,692,576,0,0,8160,3281,1959,1347,1445,79,49,2562,1037,479,665,128,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000044,46272,30950,2404,432,778,858,166,134,36,17397,1774,974,2775,5837,3469,2568,11149,827,434,571,1657,2093,5567,15322,4805,3000,885,401,240,189,90,7885,3044,1869,1244,1232,290,206,2632,641,617,322,214,562,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000045,38462,26555,1915,940,729,97,149,0,0,14838,1589,1463,2090,4166,3570,1960,9802,378,404,329,1160,1689,5842,11907,2631,1795,310,145,189,192,0,6842,2856,983,892,1246,218,647,2434,506,736,264,581,59,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000046,55241,37500,5263,1951,1424,525,1363,0,0,20352,2193,1556,3508,6430,4076,2589,11885,286,375,906,2072,2546,5700,17741,5117,3136,716,1092,102,71,0,8994,3091,1537,2768,1035,79,484,3630,789,440,864,302,644,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000047,27970,21096,1895,1009,547,339,0,0,0,10391,1450,961,1636,3166,2367,811,8810,651,238,517,1762,1432,4210,6874,2044,1382,566,96,0,0,0,3775,1911,606,1096,97,0,65,1055,474,259,121,142,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000048,28408,20699,1901,1151,288,246,82,82,52,11061,1387,967,1804,3704,1942,1257,7737,514,252,329,1255,903,4484,7709,2146,1285,523,198,140,0,0,3999,1416,1162,799,288,165,169,1564,521,166,483,191,132,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000049,77954,64375,5044,2854,1224,767,93,106,0,44806,8173,5350,6484,16765,5733,2301,14525,1326,1709,1840,3667,1817,4166,13579,3453,2323,658,327,0,0,145,8178,3399,1411,1492,1220,114,542,1948,414,477,552,224,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000050,419361,267493,31814,16961,7511,5654,1129,389,170,174475,29909,24002,33696,59034,23439,4395,61204,5492,3887,6352,14748,11364,19361,151868,58650,46655,7194,3681,715,405,0,74353,38472,15312,11462,7377,1152,578,18865,7376,3449,3474,3081,667,818,419361,267493,87762,84567,334,1194,295,92,1280,45702,43398,197,336,349,69,1353,74911,71098,215,503,72,326,2697,35192,33878,127,147,0,0,1040,23926,22915,196,0,0,0,815,151868,118458,33663,10956,37607,16409,17577,2246,18617,7591,1767,4424,2264,2044,527,11173,3595,2872,2978,842,355,531,2224,1071,169,284,333,111,256,1396,680,243,192,0,32,249
