ACSSF,2019e1,nc,000,0005,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93391,91730,1661,,,,,,,,,,,93391,91730,45098,38526,0,2693,0,579,4834,97,4737,1661
ACSSF,2019e1,nc,000,0005,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111756,100622,11134,111756,100622,11134,6318,1000,169,0,2007,408,1232,111756,100622,50218,38486,1094,7699,0,223,2902,121,2781,11134
ACSSF,2019e1,nc,000,0005,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72438,55566,37389,11075,300,2054,22,38,4688,69,4619,16872,12707,928,60,239,0,734,2204,360,1844,72438,55566,16872,72438,55566,16872,11678,2835,164,609,546,514,526,72438,55566,37389,11075,300,2054,22,38,4688,69,4619,16872
ACSSF,2019e1,nc,000,0005,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474708,415418,249394,134486,2058,19078,0,602,9800,1485,8315,59290,25942,3248,1270,0,70,27017,1743,533,1210,474708,415418,59290,474708,415418,59290,21362,7897,1435,7269,12270,4451,4606,474708,415418,249394,134486,2058,19078,0,602,9800,1485,8315,59290
ACSSF,2019e1,nc,000,0005,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123728,115340,8388,123728,115340,8388,4956,416,222,92,1992,261,449,123728,115340,87754,22782,298,1080,100,245,3081,0,3081,8388
ACSSF,2019e1,nc,000,0005,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247951,207849,109080,86892,739,5207,0,378,5553,91,5462,40102,31734,1572,95,0,0,5251,1450,1159,291,247951,207849,40102,247951,207849,40102,26822,3376,558,213,5246,2507,1380,247951,207849,109080,86892,739,5207,0,378,5553,91,5462,40102
ACSSF,2019e1,nc,000,0005,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92859,85970,6889,,,,,,,,,,,92859,85970,70410,11928,1031,1359,0,0,1242,14,1228,6889
ACSSF,2019e1,nc,000,0005,0000069,885707,752598,133109,49765,11915,2188,9667,44384,1369,7602,20074,883,545,13911,0,12439,124,0,108,4462,3318,0,2773,909,745,0,2751,361,62,0,2328,885707,752598,359079,307777,2235,54838,322,2340,26007,574,25433,133109,56586,5427,1452,241,0,66384,3019,1713,1306,885707,752598,133109,885707,752598,133109,49765,11915,2188,9667,44384,12439,2751,885707,752598,359079,307777,2235,54838,322,2340,26007,574,25433,133109
ACSSF,2019e1,nc,000,0005,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96342,82190,14152,96342,82190,14152,8324,720,325,1647,1115,995,1026,96342,82190,58372,15862,162,5001,0,944,1849,342,1507,14152
ACSSF,2019e1,nc,000,0005,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77277,68387,8890,77277,68387,8890,4549,999,106,575,1681,871,109,77277,68387,38794,25241,183,1352,0,309,2508,101,2407,8890
