ACSSF,2019m1,nc,000,0056,0000043,2477,1354,581,385,119,216,85,421,844,517,73,142,199,610,756,469,216,269,311,473,1665,893,325,524,496,309,235,996,341,405,480,337,426,796,319,214,113,540,534,2890,219,427,424,472,417,480,216,919,736,817,385,844,494,247,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219,1105,734,529,790,901,,,,,,
ACSSF,2019m1,nc,000,0056,0000044,1669,885,512,299,118,117,116,385,582,277,177,236,294,349,444,204,216,375,127,202,1133,483,299,341,216,291,146,832,427,223,351,492,200,555,146,193,48,477,44,1754,271,264,275,286,458,213,188,572,589,959,80,256,299,101,540,668,352,136,224,315,419,977,431,361,375,582,368,,,,,,,,,,,,,,,,,,,,,,,,,1033,378,261,448,609,233,,,,,,
ACSSF,2019m1,nc,000,0056,0000045,1467,945,487,329,164,270,110,84,682,580,79,278,243,171,587,452,89,83,254,238,1084,583,293,221,445,257,223,690,319,216,348,284,384,462,213,147,181,406,163,1470,305,192,414,499,460,610,63,501,843,683,192,288,290,126,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289,819,467,485,624,529,,,,,,
ACSSF,2019m1,nc,000,0056,0000046,2209,1174,730,230,540,154,216,397,1086,835,515,368,133,401,585,260,184,325,185,301,1638,932,482,115,532,143,718,1168,613,492,478,488,439,587,205,286,149,310,287,2457,483,563,218,447,686,371,66,895,1007,677,177,473,465,301,1037,901,382,543,710,108,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739,1056,728,584,661,1189,,,,,,
ACSSF,2019m1,nc,000,0056,0000047,1716,1050,303,84,80,82,263,130,828,768,153,507,120,204,581,293,69,239,149,480,1133,587,472,220,113,173,62,819,172,607,232,397,329,519,135,286,183,230,354,1970,181,459,315,157,756,299,216,732,699,631,72,383,131,282,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,866,734,664,595,666,,,,,,
ACSSF,2019m1,nc,000,0056,0000048,1510,817,436,171,225,323,106,230,760,262,163,104,385,436,367,196,86,209,162,184,1074,574,434,265,114,203,295,717,263,304,304,400,356,374,106,147,49,285,127,1789,345,310,243,265,275,170,216,604,531,749,241,447,261,167,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,508,394,527,761,785,,,,,,
ACSSF,2019m1,nc,000,0056,0000049,3330,2121,1399,971,119,516,172,878,1669,1276,454,1032,353,794,803,604,134,509,337,436,2044,1355,740,622,745,544,490,1747,951,875,821,592,622,753,307,266,301,373,567,3648,1030,723,737,1029,951,968,309,1190,1527,1245,494,670,492,839,1087,1346,680,243,595,240,786,,,,,,,931,678,240,562,167,69,,,,,,,,,,,,,,,,,,,2587,1889,1115,1277,1105,1331,748,409,206,357,290,268
ACSSF,2019m1,nc,000,0056,0000050,8364,5441,3079,3142,1236,1841,534,2463,3693,3426,1444,2781,929,2308,1891,1449,415,926,657,1051,5530,3896,2510,1461,2080,1436,2649,3730,2841,1774,2545,1595,2688,1866,1256,898,645,1486,1052,8816,3257,3105,2158,2498,3325,3452,1098,3708,5289,3257,2593,2313,2016,2770,2876,4943,2961,2102,2057,1376,2672,,,,,,,2523,2182,785,1181,486,951,,,,,,,,,,,,,1260,833,357,342,356,350,6521,4723,2527,4301,2860,3822,2428,1234,507,924,879,1348
ACSSF,2019m1,nc,000,0056,0000051,1878,1078,507,383,216,185,257,300,716,441,228,386,276,422,570,395,108,444,144,222,1520,988,298,475,568,256,517,838,562,251,303,400,545,503,224,127,188,307,256,2078,335,435,297,691,444,296,17,584,930,752,224,590,220,311,881,708,647,229,334,228,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,686,536,721,588,940,,,,,,
ACSSF,2019m1,nc,000,0056,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,331,504,341,239,269,533,149,636,734,683,179,350,139,149,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,897,614,734,633,461,,,,,,
ACSSF,2019m1,nc,000,0056,0000053,1759,954,376,121,216,296,216,218,856,680,199,369,208,256,356,279,216,200,139,167,1167,694,321,307,328,198,341,843,211,434,531,201,362,449,113,252,94,313,415,2004,169,454,284,251,420,551,184,584,823,605,281,515,406,433,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,635,504,667,566,563,,,,,,
ACSSF,2019m1,nc,000,0056,0000054,2718,1746,1525,565,75,408,137,1514,1268,860,100,730,179,692,790,560,306,388,146,279,1942,1243,643,450,593,480,751,1691,705,410,739,367,1318,730,273,218,162,587,455,3053,389,632,660,836,674,508,401,788,1450,1014,879,643,980,1408,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,1431,717,1263,790,2145,,,,,,
ACSSF,2019m1,nc,000,0056,0000055,3559,2183,1847,1720,489,499,292,453,1476,1598,260,860,321,738,878,654,136,358,186,396,2517,1519,1212,460,852,516,755,1694,1304,629,992,503,930,973,553,318,311,590,448,4014,1432,1321,989,956,1355,2194,289,1131,2035,1048,902,861,547,760,733,1068,943,158,398,277,528,,,,,,,2174,2005,583,800,238,377,,,,,,,,,,,,,567,356,236,171,131,240,3590,2476,879,1779,917,1357,964,544,115,256,202,436
ACSSF,2019m1,nc,000,0056,0000056,8988,5295,3602,2288,797,1912,527,2164,3504,2200,1018,2418,742,1729,1533,1150,368,720,561,922,5750,3777,2622,1362,2261,1170,2531,3952,2212,1064,2642,1635,1844,1804,1202,904,536,1045,870,9813,2467,1647,1541,2078,3073,2397,973,2715,5428,2509,1959,2014,2017,2264,2585,5235,3010,1477,2969,1488,2328,,,,,,,2169,2474,1282,906,386,892,,,,,,,1268,706,103,977,216,321,1701,1306,154,557,216,888,6230,3903,1865,3528,1689,3132,1974,1109,341,1159,605,951
ACSSF,2019m1,nc,000,0056,0000057,2691,1331,1024,915,205,331,216,351,1156,1026,290,370,155,489,595,285,184,220,129,351,2019,1503,638,843,641,558,997,1276,406,825,543,272,834,793,526,91,216,320,343,3069,768,809,770,738,798,883,161,1155,996,639,387,760,463,593,920,1283,790,447,335,216,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330,1296,922,666,620,1201,,,,,,
ACSSF,2019m1,nc,000,0056,0000058,5516,3204,1939,1611,330,742,196,968,2188,1637,634,843,488,995,993,1044,174,353,451,530,3740,2392,1921,1142,894,331,2034,2448,1747,996,1151,822,1478,1209,459,706,223,655,759,6088,1237,1942,1428,1593,2032,1354,433,1982,2023,1238,1844,966,1471,1179,1461,3255,1996,1250,1285,803,2290,,,,,,,1165,1175,556,584,224,357,,,,,,,,,,,,,814,486,271,185,253,584,3352,2449,1410,1313,831,1825,,,,,,
ACSSF,2019m1,nc,000,0056,0000059,2663,1470,1128,710,267,438,326,618,970,653,283,510,198,597,721,388,192,305,216,434,1880,1393,878,532,459,452,700,1233,576,538,712,598,500,840,235,269,320,514,394,2829,440,674,478,703,876,567,181,862,1185,1109,580,651,288,399,867,1702,825,475,840,671,763,,,,,,,850,514,322,275,113,443,,,,,,,,,,,,,688,360,198,213,171,293,1554,825,603,713,588,768,875,524,290,266,360,388
ACSSF,2019m1,nc,000,0056,0000060,1848,1163,570,311,216,309,65,399,842,303,344,390,195,563,550,240,431,298,226,131,1280,792,529,310,280,114,547,1039,299,564,295,549,413,458,126,70,219,423,147,2098,271,406,348,350,425,171,336,1041,757,854,375,316,481,380,612,1347,517,923,379,474,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,511,281,534,605,819,,,,,,
ACSSF,2019m1,nc,000,0056,0000061,4506,2702,1650,1211,360,1055,167,1313,1971,1536,925,855,283,976,1054,719,80,491,288,598,2934,2138,1218,1115,792,1087,921,2276,1015,1024,1088,676,1600,1086,340,292,591,596,675,5288,907,901,1082,1288,1529,971,485,2101,2307,1574,1021,1121,973,1126,1669,3292,1606,1515,1503,1184,1848,,,,,,,1346,964,397,622,105,609,,,,,,,,,,,,,,,,,,,3189,1792,924,1365,889,1575,1193,730,293,356,329,372
