ACSSF,2019e1,nc,000,0116,0000055,90195,78,3215,8392,1189,6143,3343,3831,7300,26022,17683,7027,2862,3110,61273,46,1541,6325,603,1479,1187,3371,5322,20789,15346,2437,652,2175,7927,0,0,0,0,177,0,0,0,1357,1053,3559,1269,512,13243,32,207,461,472,3748,854,366,1978,2107,1284,859,500,375,2882,0,1415,49,0,82,89,54,0,922,0,0,271,0,4870,0,52,1557,114,657,1213,40,0,847,0,172,170,48
ACSSF,2019e1,nc,000,0116,0000056,488980,1133,34860,37247,18229,47632,35290,9389,64238,70935,88497,48165,23794,9571,216160,975,7352,14891,4854,7112,7318,5970,43021,44637,58993,11305,5520,4212,76833,0,428,842,156,1534,675,283,2144,10707,18019,27321,10841,3883,107027,0,1255,6043,8907,30399,9183,2558,17350,10955,9702,6718,2741,1216,35015,158,24582,1569,714,1476,842,543,1098,1231,574,389,1739,100,53945,0,1243,13902,3598,7111,17272,35,625,3405,1209,2432,2953,160
ACSSF,2019e1,nc,000,0116,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000058,148858,188,7596,9602,3180,13724,4402,1810,7394,20081,52668,14202,9247,4764,79547,0,1549,4288,768,1175,274,1369,4555,14556,41091,3554,3019,3349,21790,74,0,48,0,722,0,41,379,3056,5118,8456,3625,271,26358,44,357,1034,1494,8676,1405,287,2460,1750,5102,1933,1127,689,10376,70,5471,761,291,289,526,0,0,376,1121,0,1016,455,10787,0,219,3471,627,2862,2197,113,0,343,236,259,460,0
ACSSF,2019e1,nc,000,0116,0000059,79504,156,5938,6429,1225,10580,4670,617,1928,6485,20640,10638,4309,5889,24636,111,779,1102,99,788,376,303,676,2671,12317,1357,1213,2844,19393,0,0,271,0,707,401,0,313,1826,5279,6743,1856,1997,15568,0,602,247,458,6333,1371,314,652,786,1696,2142,213,754,7283,45,4169,429,138,420,462,0,201,236,544,76,477,86,12624,0,388,4380,530,2332,2060,0,86,966,804,320,550,208
ACSSF,2019e1,nc,000,0116,0000060,36740,149,1976,6846,864,3857,1980,381,1639,2983,8776,3511,2240,1538,11313,0,487,1363,108,127,150,275,844,1165,5294,373,528,599,7348,0,0,115,0,134,0,37,0,585,2254,2587,780,856,6855,0,86,566,620,2642,267,0,552,675,872,379,149,47,3024,149,1403,482,61,109,0,42,243,74,136,0,325,0,8200,0,0,4320,75,845,1563,27,0,484,220,172,458,36
ACSSF,2019e1,nc,000,0116,0000061,145286,415,7825,15691,4195,18232,7623,3169,11204,14143,36902,17535,5805,2547,55262,130,1334,4268,1437,2402,1217,1024,5600,6851,25735,2707,1181,1376,24851,0,211,217,55,421,50,0,212,3543,5507,10832,3187,616,31095,0,246,1114,1588,10035,1259,1330,4691,2581,4432,3209,354,256,9327,285,5548,624,0,285,460,461,433,35,133,84,979,0,24751,0,486,9468,1115,5089,4637,354,268,1133,1095,703,104,299
ACSSF,2019e1,nc,000,0116,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000063,51019,61,1704,8189,2579,5085,3940,1065,2503,5199,12516,5299,1123,1756,17232,0,157,1987,383,598,784,530,1253,2326,7520,849,503,342,8556,0,0,38,0,261,0,0,0,818,3351,3312,426,350,11761,0,36,588,1308,2930,1371,484,1136,1496,1056,839,59,458,3172,61,1433,310,220,270,469,0,114,160,0,0,135,0,10298,0,78,5266,668,1026,1316,51,0,399,589,299,0,606
ACSSF,2019e1,nc,000,0116,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000065,255451,631,17329,18235,6247,26734,13109,6826,20050,47243,53613,23201,10473,11760,125996,291,4046,9134,1608,4411,3107,4996,11697,32423,37341,5980,3801,7161,37755,46,172,168,117,1185,0,200,456,6261,10487,12617,3473,2573,51716,65,1103,1646,2998,17173,3856,982,7219,6731,4371,2539,1054,1979,17351,229,11237,422,0,1381,453,648,414,818,265,454,983,47,22633,0,771,6865,1524,2584,5693,0,264,1010,1149,1611,1162,0
ACSSF,2019e1,nc,000,0116,0000066,58947,452,3298,2190,916,9162,2340,1912,4378,7607,14176,8558,2267,1691,26299,341,801,453,202,1450,589,1206,2416,5470,10654,1282,467,968,11475,0,59,67,0,473,0,232,43,1127,1848,6248,724,654,11962,0,87,297,634,5240,185,474,1795,924,1247,850,160,69,4157,111,2351,40,0,919,65,0,81,0,268,40,282,0,5054,0,0,1333,80,1080,1501,0,43,86,159,138,634,0
