ACSSF,2019e1,nc,000,0053,0000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125531,22306,2673,10617,4949,4067,103225,13638,4545,433,2639,1252,221,9093
ACSSF,2019e1,nc,000,0053,0000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111,1241,21,759,347,114,1870,104088,18850,2401,8750,4704,2995,85238,7217,2506,82,1466,844,114,4711
ACSSF,2019e1,nc,000,0053,0000098,,,,,,,,,,,,,,,,,,,,,,4496,1459,0,353,839,267,3037,,,,,,,,72460,15982,1133,6545,4853,3451,56478,9138,3847,226,2381,860,380,5291
ACSSF,2019e1,nc,000,0053,0000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960,1843,223,1256,292,72,2117,62482,12746,1359,5173,3203,3011,49736,10408,4356,297,3395,332,332,6052
ACSSF,2019e1,nc,000,0053,0000100,2909,485,28,258,130,69,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35476,6267,857,2149,1210,2051,29209,3085,715,0,381,25,309,2370
ACSSF,2019e1,nc,000,0053,0000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754,1463,287,686,490,0,1291,74828,14828,2258,6244,3332,2994,60000,5012,1981,265,1114,459,143,3031
ACSSF,2019e1,nc,000,0053,0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62383,10415,1287,4730,2304,2094,51968,,,,,,,
ACSSF,2019e1,nc,000,0053,0000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414,1953,157,600,619,577,1461,62562,12405,1172,4511,3297,3425,50157,8661,2842,64,2064,620,94,5819
ACSSF,2019e1,nc,000,0053,0000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46079,9577,902,3490,2258,2927,36502,12511,4658,122,3557,810,169,7853
ACSSF,2019e1,nc,000,0053,0000105,,,,,,,,,,,,,,,,,,,,,,9153,2475,599,1432,303,141,6678,3140,1757,423,616,548,170,1383,135331,32595,2608,14747,7421,7819,102736,28086,10513,1229,5240,2618,1426,17573
ACSSF,2019e1,nc,000,0053,0000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,1376,136,564,302,374,1320,80236,26953,1604,2648,1873,20828,53283,14086,5102,520,1897,1566,1119,8984
ACSSF,2019e1,nc,000,0053,0000107,,,,,,,,4233,1437,186,790,229,232,2796,,,,,,,,12985,5390,533,3824,898,135,7595,3342,1357,147,665,306,239,1985,79664,13355,2558,5372,2211,3214,66309,17034,6538,862,4304,994,378,10496
ACSSF,2019e1,nc,000,0053,0000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79633,20539,3943,7477,5382,3737,59094,14293,4955,196,2682,584,1493,9338
ACSSF,2019e1,nc,000,0053,0000109,,,,,,,,,,,,,,,,,,,,,,13289,2927,113,948,1460,406,10362,,,,,,,,53069,10534,1117,3695,3014,2708,42535,24401,7798,715,3615,2333,1135,16603
ACSSF,2019e1,nc,000,0053,0000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,725,36,291,67,331,1233,82207,19511,3179,6906,3905,5521,62696,13540,4984,1348,2030,294,1312,8556
ACSSF,2019e1,nc,000,0053,0000111,,,,,,,,25163,6558,733,3304,1277,1244,18605,,,,,,,,,,,,,,,3294,2137,798,817,141,381,1157,81798,20974,4204,8935,4749,3086,60824,4231,2037,834,654,442,107,2194
ACSSF,2019e1,nc,000,0053,0000112,,,,,,,,16806,4054,217,1587,1014,1236,12752,,,,,,,,4546,1539,31,482,333,693,3007,,,,,,,,90625,21266,1652,9217,5669,4728,69359,10383,2961,139,1123,666,1033,7422
ACSSF,2019e1,nc,000,0053,0000113,,,,,,,,17092,6249,637,2604,2125,883,10843,,,,,,,,,,,,,,,3333,2287,335,1038,425,489,1046,94459,27171,3643,13028,6529,3971,67288,10706,5132,771,2082,1322,957,5574
ACSSF,2019e1,nc,000,0053,0000114,,,,,,,,11444,3779,354,105,224,3096,7665,,,,,,,,,,,,,,,5543,2481,425,840,593,623,3062,78010,17223,2348,5093,1612,8170,60787,16440,6166,444,3484,931,1307,10274
