ACSSF,2019e1,nc,000,0178,0000150,105349,20268,23241,36801,25039,105349,3281,8086,32574,28919,13517,12190,6782,101647,10300,91347,54058
ACSSF,2019e1,nc,000,0178,0000151,125860,20694,26303,48140,30723,125860,4856,11471,42859,30839,12336,16644,6855,124574,17374,107200,54581
ACSSF,2019e1,nc,000,0178,0000152,106440,20171,21722,37804,26743,106440,4869,11985,38121,24809,11349,10450,4857,105172,13952,91220,50695
ACSSF,2019e1,nc,000,0178,0000153,96316,14056,21174,31073,30013,96316,2398,5823,23929,22378,9620,21343,10825,94574,9597,84977,60526
ACSSF,2019e1,nc,000,0178,0000154,96559,22475,25762,31416,16906,96559,1923,7209,32306,22683,10517,15298,6623,93643,13628,80015,58315
ACSSF,2019e1,nc,000,0178,0000155,83021,15307,17959,26983,22772,83021,1899,9150,28523,21044,8792,8825,4788,82032,8191,73841,46843
ACSSF,2019e1,nc,000,0178,0000156,88485,19878,18395,29900,20312,88485,2854,6522,29465,23051,11847,9761,4985,86227,12000,74227,45346
ACSSF,2019e1,nc,000,0178,0000157,84109,19850,19785,27329,17145,84109,2049,9759,25903,23141,9316,10538,3403,83458,12360,71098,44100
ACSSF,2019e1,nc,000,0178,0000158,136861,43447,29208,39979,24227,136861,3418,9959,36348,33300,14856,24384,14596,129949,24518,105431,54256
ACSSF,2019e1,nc,000,0178,0000159,77300,19581,15562,22206,19951,77300,1670,4830,24307,20295,10848,9731,5619,72516,8316,64200,56247
ACSSF,2019e1,nc,000,0178,0000160,105886,14871,19380,37931,33704,105886,2675,8071,31085,27957,9839,15946,10313,103824,9866,93958,56565
ACSSF,2019e1,nc,000,0178,0000161,112820,48756,26538,22874,14652,112820,1637,5334,43241,31198,10568,14474,6368,93971,8994,84977,48678
ACSSF,2019e1,nc,000,0178,0000162,93869,16047,23103,31522,23197,93869,879,6401,22864,22578,7461,22708,10978,90845,6087,84758,66624
ACSSF,2019e1,nc,000,0178,0000163,139761,36593,29219,42881,31068,139761,2207,8291,26844,38604,13972,32722,17121,134740,19834,114906,52587
ACSSF,2019e1,nc,000,0178,0000164,120061,14112,21311,38839,45799,120061,1925,6109,32373,27200,14968,23850,13636,119330,8953,110377,63773
ACSSF,2019e1,nc,000,0178,0000165,79701,15686,16997,26789,20229,79701,1808,9375,32388,16996,6826,8513,3795,76738,14237,62501,42176
ACSSF,2019e1,nc,000,0178,0000166,80352,23688,20433,21490,14741,80352,1378,5260,21082,26791,7858,11772,6211,77632,16995,60637,39671
ACSSF,2019e1,nc,000,0178,0000167,87142,33062,19016,23279,11785,87142,1364,4901,27627,29040,8736,10268,5206,74492,8734,65758,50389
ACSSF,2019e1,nc,000,0178,0000168,76119,17057,21799,23601,13662,76119,1973,6016,21553,20524,8104,11212,6737,76066,9679,66387,50877
ACSSF,2019e1,nc,000,0178,0000169,83739,18802,17878,28617,18442,83739,3554,11851,29165,18913,7891,8536,3829,80644,21700,58944,33999
ACSSF,2019e1,nc,000,0178,0000170,99231,20212,25457,32981,20581,99231,3121,11271,29908,24485,15057,10625,4764,95902,19638,76264,42294
ACSSF,2019e1,nc,000,0178,0000171,83194,19914,16961,29082,17237,83194,1734,9019,28375,22528,6799,10720,4019,79880,12158,67722,53107
ACSSF,2019e1,nc,000,0178,0000172,102754,16062,26965,42105,17622,102754,1716,4477,20449,21341,9090,30658,15023,102590,1929,100661,107529
ACSSF,2019e1,nc,000,0178,0000173,224157,57196,58827,67946,40188,224157,4641,16116,62837,68119,23210,31642,17592,221061,35123,185938,46320
ACSSF,2019e1,nc,000,0178,0000174,136861,43447,29208,39979,24227,136861,3418,9959,36348,33300,14856,24384,14596,129949,24518,105431,54256
ACSSF,2019e1,nc,000,0178,0000175,123223,26148,27359,40785,28931,123223,3005,9070,37481,31419,13174,20544,8530,119368,15160,104208,58726
ACSSF,2019e1,nc,000,0178,0000176,120061,14112,21311,38839,45799,120061,1925,6109,32373,27200,14968,23850,13636,119330,8953,110377,63773
ACSSF,2019e1,nc,000,0178,0000177,167554,27607,39270,53646,47031,167554,3670,8164,46185,32865,18681,35963,22026,163603,14766,148837,56904
ACSSF,2019e1,nc,000,0178,0000178,70157,12008,13777,25900,18472,70157,2819,6895,24715,14128,8573,7854,5173,68208,9869,58339,49461
ACSSF,2019e1,nc,000,0178,0000179,133497,27366,34789,46972,24370,133497,2325,7639,35901,29963,12317,30207,15145,132233,8864,123369,76761
ACSSF,2019e1,nc,000,0178,0000180,64174,11377,11951,24711,16135,64174,3417,9766,19937,13756,7192,7701,2405,63334,5919,57415,48879
ACSSF,2019e1,nc,000,0178,0000181,56912,8268,9959,20819,17866,56912,884,4474,14985,15784,4456,9800,6529,55924,4487,51437,60192
ACSSF,2019e1,nc,000,0178,0000182,80574,14452,17312,28003,20807,80574,2290,7320,23962,18035,11810,12986,4171,79680,9234,70446,57365
