ACSSF,2019m1,nc,000,0060,0000059,2377,1493,992,829,776,126,333,39,958,850,277,243,275,216,2293,2137,2049,592,314,549,68,1759,1718,339,202,208,216,2810,2285,2389,790,388,250,246,1733,1617,472,307,252,182,2663,2117,1871,718,360,668,309,1369,1176,384,294,317,214,2377,1493,992,829,776,351,958,850,277,348,2293,2137,2049,592,578,1759,1718,339,282,2810,2285,2389,790,508,1733,1617,472,420,2663,2117,1871,718,881,1369,1176,384,511
ACSSF,2019m1,nc,000,0060,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,1449,1005,935,400,51,1070,1062,385,72,2113,1864,1773,821,218,1227,1107,528,78,1722,1310,1313,592,489,1058,996,275,323,1848,1780,1652,412,738,860,822,80,147
ACSSF,2019m1,nc,000,0060,0000061,3379,3045,2320,1568,1245,178,627,593,1761,1701,324,216,468,248,3990,3542,3334,1214,567,569,710,2317,2274,311,710,767,358,3636,3291,3106,1142,693,623,598,2248,2108,513,272,174,198,4506,3911,4004,992,1039,1264,710,2113,1953,644,139,417,386,3379,3045,2320,1568,1245,905,1761,1701,324,470,3990,3542,3334,1214,1072,2317,2274,311,1082,3636,3291,3106,1142,1090,2248,2108,513,400,4506,3911,4004,992,1686,2113,1953,644,575
ACSSF,2019m1,nc,000,0060,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0060,0000063,3051,2035,1229,779,920,196,374,367,1442,1072,667,467,259,501,2160,1486,1400,226,374,343,93,1716,1724,73,126,216,216,2962,2637,2473,540,421,154,292,1610,1419,307,596,216,259,2569,2281,2246,470,742,397,137,1186,1071,134,197,267,181,3051,2035,1229,779,920,525,1442,1072,667,684,2160,1486,1400,226,479,1716,1724,73,126,2962,2637,2473,540,515,1610,1419,307,656,2569,2281,2246,470,736,1186,1071,134,365
ACSSF,2019m1,nc,000,0060,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0060,0000065,5426,3797,2861,1937,2156,618,799,312,2185,1483,1488,155,535,163,4993,4110,2956,2410,484,443,656,2600,2310,748,804,457,557,4990,4289,4454,2004,1181,820,899,2944,2991,628,252,296,202,6580,6009,5108,1497,1554,1009,2132,2913,2832,842,480,739,637,5426,3797,2861,1937,2156,1071,2185,1483,1488,559,4993,4110,2956,2410,925,2600,2310,748,1038,4990,4289,4454,2004,1712,2944,2991,628,436,6580,6009,5108,1497,2655,2913,2832,842,940
ACSSF,2019m1,nc,000,0060,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2770,1777,1195,917,826,461,1281,1215,286,216,2153,1780,1656,527,395,1441,1443,216,62,2383,1990,2016,460,345,1589,1558,266,171,2777,2351,2240,264,420,1844,1717,256,570
ACSSF,2019m1,nc,000,0060,0000067,2787,2363,2287,1725,1422,116,178,94,1700,1548,609,216,151,216,3658,2660,2641,714,352,118,216,3014,2849,695,324,216,85,3769,3318,3247,1035,100,112,216,1862,1642,540,342,308,216,3955,3336,3276,845,422,554,239,2040,1956,360,260,364,216,2787,2363,2287,1725,1422,226,1700,1548,609,151,3658,2660,2641,714,322,3014,2849,695,334,3769,3318,3247,1035,160,1862,1642,540,477,3955,3336,3276,845,699,2040,1956,360,408
ACSSF,2019m1,nc,000,0060,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,2155,896,450,790,181,1641,1121,546,1199,1954,1463,1408,376,409,1611,1611,216,216,2532,2155,2037,421,570,1174,1174,216,216,2718,2486,2331,627,764,1193,1166,125,193
